Title,KM Driven,Fuel,Transmission,Price,Old Price,Savings,Location,Image,Car Link
2022 Tata Tigor XZ CNG BSVI,"51,000 kms",CNG,Manual,₹6.99 Lakh,,,"Yerwada, Pune",https://images10.gaadi.com/usedcar_image/4895800/original/processed_fc34a9789f8b509c5c975ea9ea268b89.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Tata-tigor-xz-cng-bsvi-cars-Pune_80f2e24c-2119-4eb0-8fb1-ad9d7d39046a.htm?adId=14806&adType=41
2021 Renault Kiger RXZ Turbo CVT,"33,909 kms",Petrol,Automatic,₹6.43 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4433049/original/b347c979f81165178679d7731a726316.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Renault-kiger-rxz-turbo-cvt-cars-Pune_c663522b-20ac-4df3-995d-e7a8ddcbba85.htm
2017 Volkswagen Polo Petrol Highline 1.2L,"1,06,461 kms",Petrol,Manual,₹4.69 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4932151/original/52fcdfc0862caf7c3fa93536905513f0.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-polo-petrol-highline-12l-cars-Pune_b4e9e7e8-de2e-4704-a43c-1aba1b0b9f69.htm
2013 Maruti Alto 800 VXI,"60,861 kms",Petrol,Manual,₹2.38 Lakh,,,"Wagholi, Pune",https://images10.gaadi.com/usedcar_image/4926073/original/2a5468001ee06551652ae4485b0d395d.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-800-vxi-cars-Pune_541b84ca-46e2-4686-92fa-236029e3711d.htm
2015 Ford Ecosport 1.5 TDCi Titanium BSIV,"80,000 kms",Diesel,Manual,₹4.87 Lakh,,,"Aundh, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Ford-ecosport-15-tdci-titanium-bsiv-cars-Pune_5889ef4f-6493-4d02-ac2c-708b528a8bce.htm?adId=15811&adType=41
2012 Maruti Wagon R VXI,"1,32,590 kms",Petrol,Manual,₹2.36 Lakh,,,"Wakad, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-cars-Pune_b5c83efe-e04e-4978-a72d-65e4b7109bde.htm
2022 Renault Kiger RXT,"21,633 kms",Petrol,Manual,₹5.30 Lakh,₹5.54 Lakh,"(Save ₹23,853)","Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Renault-kiger-rxt-cars-Pune_c9e8c849-1abc-437c-91f2-95307b576304.htm
2022 Volkswagen Taigun 1.0 Topline,"32,486 kms",Petrol,Manual,₹12.01 Lakh,,,"Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-taigun-10-topline-cars-Pune_bc5a1c8b-587b-401c-974a-8bd7ff1a25db.htm
2024 Citroen C3 Shine,"10,000 kms",Petrol,Manual,₹6.50 Lakh,,,"Pimple Saudagar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Citroen-c3-shine-cars-Pune_da2ef6b4-12e8-4bf2-9909-f18d9d8b59e7.htm?adId=15164&adType=41
2019 Tata Tiago 1.2 Revotron XZ,"44,521 kms",Petrol,Manual,₹4.21 Lakh,,,"Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Tata-tiago-12-revotron-xz-cars-Pune_dd910953-7d5c-4dcc-a74e-cca27d91f380.htm
2014 Maruti Alto K10 VXI,"59,413 kms",Petrol,Manual,₹2.24 Lakh,,,"Wakad, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-k10-vxi-cars-Pune_28e6d842-38ef-4bf0-bbfa-6feb3e44d928.htm
2021 Renault KWID 1.0 RXT Opt,"36,999 kms",Petrol,Manual,₹3.35 Lakh,₹3.75 Lakh,"(Save ₹40,463)","Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Renault-kwid-10-rxt-opt-cars-Pune_825f29b8-d45e-470e-b8d0-55128efaa949.htm
2021 Kia Sonet GTX Plus Diesel BSVI,"39,000 kms",Diesel,Manual,₹10.50 Lakh,₹11.40 Lakh,"(Save ₹90,000)","Kothrud, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Kia-sonet-gtx-plus-diesel-bsvi-cars-Pune_55932151-56d1-4cca-b404-cc430806a574.htm?adId=14234&adType=41
2017 Maruti Ignis 1.2 AMT Alpha BSIV,"63,842 kms",Petrol,Automatic,₹4.66 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4933850/original/a3683f17bb9388fb02b695ff99f30982.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-ignis-12-amt-alpha-bsiv-cars-Pune_1c9067b6-b37d-4b6f-a308-0fc12f58525e.htm
2024 Skoda Kushaq 1.5 TSI Ambition,"11,367 kms",Petrol,Manual,₹14.19 Lakh,₹14.35 Lakh,"(Save ₹16,000)","Wakad, Pune",https://images10.gaadi.com/usedcar_image/4916139/original/c7292f0a7913a66b4583a6aacb8f68e6.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Skoda-kushaq-15-tsi-ambition-cars-Pune_941120d4-a819-42fd-8de5-d9f478cfe87d.htm
2016 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"76,926 kms",Petrol,Manual,₹3.94 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4934019/original/34ec934723cd248ca5c73df208e423ad.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Pune_b6ffad08-3cb9-473c-b847-84b6fc3fa2dc.htm
2021 Volvo XC90 D5 Inscription,"1,75,000 kms",Diesel,Automatic,₹58 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4897440/original/processed_b90e81e9-9a52-4e62-a7d2-4873020c6176.png?imwidth=640,https://www.cardekho.com/used-car-details/used-Volvo-xc90-d5-inscription-cars-Pune_61e06da9-cd76-4a63-9f82-49a5fd852e46.htm?adId=15286&adType=41
2021 Honda Jazz ZX,"39,451 kms",Petrol,Manual,₹7.81 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4927862/original/df001daf8f75d81e761663071f3c7a77.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Honda-jazz-zx-cars-Pune_564e7474-8dd2-48eb-8f97-a434e5c3d72e.htm
2012 Maruti Alto K10 VXI,"53,237 kms",Petrol,Manual,₹2.02 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4926067/original/813f295fc5ba58c520e2a9fd99875e1a.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-k10-vxi-cars-Pune_5df21045-53d4-4f6a-a8e2-418454890817.htm
2016 Skoda Rapid 1.6 MPI Ambition BSIV,"66,557 kms",Petrol,Manual,₹3.70 Lakh,₹3.84 Lakh,"(Save ₹14,367)","Thathawade, Pune",https://images10.gaadi.com/usedcar_image/4925223/original/acc6c361d25d08087186d61ff6869f2c.jpg?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Skoda-rapid-16-mpi-ambition-bsiv-cars-Pune_82801130-58b4-4ec4-8d5a-cb5ccf88b3aa.htm
2018 Hyundai Verna VTVT 1.6 SX,"44,900 kms",Petrol,Manual,₹7.60 Lakh,,,"Pimpri P F, Pune",https://images10.gaadi.com/usedcar_image/4878827/original/processed_e9b697c1-7968-4b83-9528-9f395d1c9595.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Hyundai-verna-vtvt-16-sx-cars-Pune_3446d03a-b61b-4c49-a332-833815aa67fb.htm?adId=14402&adType=41
2018 Hyundai Grand i10 1.2 Kappa Asta,"20,288 kms",Petrol,Manual,₹5.12 Lakh,,,"Wagholi, Pune",https://images10.gaadi.com/usedcar_image/4927875/original/7ecee44260d3c1c73f037fb58ad9fdb8.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Pune_6ae41e6c-02ec-454d-9249-177e7660bf7f.htm
2021 Kia Seltos HTX,"41,933 kms",Petrol,Manual,₹8.31 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4759160/original/b0482982d6f8a1bf0e7bb90ac34e13de.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-htx-cars-Pune_7c76b7ad-bd9f-48dc-aad0-b17f7321db07.htm
2024 MG Hector Sharp Pro CVT,"31,997 kms",Petrol,Automatic,₹16.75 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4835200/original/processed_e5350322-cf6b-4de1-94d3-a3881b7eae4a.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-pro-cvt-cars-Pune_5adfc295-127b-46e8-8d28-3c02e2b743a6.htm
2014 Volkswagen Polo 1.2 MPI Highline,"43,000 kms",Petrol,Manual,₹4.75 Lakh,,,"Karvenagar, Pune",https://images10.gaadi.com/usedcar_image/4725934/original/processed_e69c0e723e3517b7a9f55d9c8987b001.jpeg?imwidth=640,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-12-mpi-highline-cars-Pune_16af657d-fe7a-464c-bb17-52e99b130df3.htm?adId=13408&adType=41
2012 Maruti Wagon R LXI BSVI,"58,511 kms",Petrol,Manual,₹2.34 Lakh,,,"Wakad, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-lxi-bsvi-cars-Pune_c66b4d9c-f0aa-42a6-9ee2-c3c4f423d5b1.htm
2015 Honda Amaze VX AT i-Vtech,"55,000 kms",Petrol,Automatic,₹3.99 Lakh,,,"Yerwada, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Honda-amaze-vx-at-i-vtech-cars-Pune_31264942-fcc4-4639-9c81-8d1ae386fd08.htm
2013 Maruti Wagon R VXI,"1,03,648 kms",Petrol,Manual,₹2.48 Lakh,,,"Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-cars-Pune_6779a5d0-c611-4855-a3df-668492f56f4b.htm
2018 BMW 3 Series GT Luxury Line,"90,000 kms",Diesel,Automatic,₹19 Lakh,,,"Viman Nagar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Bmw-3-series-gt-luxury-line-cars-Pune_38240dc8-08cd-4b5a-aea0-5e2fcbabed52.htm?adId=15876&adType=41
2012 Hyundai i10 Magna 1.2,"98,054 kms",Petrol,Manual,₹2.27 Lakh,,,"Wagholi, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i10-magna-12-cars-Pune_e3d2102a-d47d-4667-b561-ab67e06e8188.htm
2010 Hyundai i20 1.2 Sportz,"90,000 kms",Petrol,Manual,₹2.35 Lakh,,,"Kondhwa, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Hyundai-i20-12-sportz-cars-Pune_ea221062-a7ed-4c69-8786-f388649f2745.htm
2023 MG Hector Sharp Pro CVT,"25,000 kms",Petrol,Automatic,₹16.85 Lakh,₹17.95 Lakh,"(Save ₹1,10,000)","Wanowarie, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-pro-cvt-cars-Pune_eb57b626-9c0d-4f98-85a2-f847695cb30f.htm
2011 Volkswagen Polo IPL II 1.2 Diesel Highline,"1,20,000 kms",Diesel,Manual,₹3 Lakh,,,"Balewadi, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-ipl-ii-12-diesel-highline-cars-Pune_e28e8d50-473e-4501-9ef0-3a82d339a0b1.htm?adId=15760&adType=41
2019 Volkswagen Polo 1.0 MPI Comfortline BSIV,"56,000 kms",Petrol,Manual,₹5.25 Lakh,,,"Rahatani, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-10-mpi-comfortline-bsiv-cars-Pune_e644b3a7-4ea2-43b6-9d7d-7b961ff89971.htm
2017 Maruti Alto 800 LXi,"40,635 kms",Petrol,Manual,₹2.56 Lakh,,,"Wakad, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-800-lxi-cars-Pune_7ff382ee-f77b-4c2d-b802-26696f877aa8.htm
2020 Kia Seltos HTX,"35,259 kms",Petrol,Manual,₹7.98 Lakh,,,"Pashan, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-htx-cars-Pune_a71f5895-6050-41c4-8a09-319dcfe4bc31.htm
2014 Hyundai i20 Sportz 1.2,"1,00,000 kms",Petrol,Manual,₹3.35 Lakh,,,"Punawale, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Hyundai-i20-sportz-12-cars-Pune_beeaab45-32d6-4889-a0ee-23d57d2839eb.htm?adId=15617&adType=41
2011 Toyota Etios V,"66,000 kms",Petrol,Manual,₹2.75 Lakh,,,"Kondhwa, Pune",https://images10.gaadi.com/usedcar_image/4925401/original/processed_74fa91ee-08df-42ae-83e7-8cb4a17ec7d5.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Toyota-etios-v-cars-Pune_f8201b3a-cb0e-49e5-b826-aacfbfb63aea.htm
2022 Nissan Magnite Turbo CVT XV,"33,462 kms",Petrol,Automatic,₹7.16 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4774915/original/29101ba167b1a6cd1854d0b3f9819f6e.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Nissan-magnite-turbo-cvt-xv-cars-Pune_03d52ae7-1b28-445d-b86b-a08efcf90883.htm
2022 Hyundai Grand i10 Nios Sportz CNG,"48,261 kms",CNG,Manual,₹5.92 Lakh,,,"Wagholi, Pune",https://images10.gaadi.com/usedcar_image/4933909/original/8a6026a8019fa3f9ade53c6a3c2b8e3d.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-nios-sportz-cng-cars-Pune_c094096e-7857-4e43-af3d-973933faeb19.htm
2015 Maruti Swift LXI BSIV,"25,000 kms",Petrol,Manual,₹3.49 Lakh,,,"Yerwada, Pune",https://images10.gaadi.com/usedcar_image/4895779/original/processed_f975a03cc397778176c99d1697e1a739.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Maruti-swift-lxi-bsiv-cars-Pune_9a9d8953-246a-46d4-8e34-8f1d8d4724a5.htm?adId=15607&adType=41
2023 MG Astor Savvy CVT BSVI,"30,000 kms",Petrol,Automatic,₹12 Lakh,,,"Sinhagad Road, Pune",https://images10.gaadi.com/usedcar_image/4932158/original/processed_30052cd975a12083db1b1dfa3b3d9380.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Mg-astor-savvy-cvt-bsvi-cars-Pune_d6facb53-c213-417d-a5c1-c52b1da01f5f.htm
2022 Mercedes-Benz GLC 220d 4MATIC,"55,300 kms",Diesel,Automatic,₹48 Lakh,,,"R.s., Pune",https://images10.gaadi.com/usedcar_image/4861867/original/processed_7367a293-a8bd-4dbc-969a-835582ae7762.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Mercedes-benz-glc-220d-4matic-cars-Pune_c6d28f43-7ed6-4d9d-b614-2dbdda83715d.htm
2012 Toyota Etios Liva G,"40,000 kms",Petrol,Manual,₹2.80 Lakh,,,"Kondhwa, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Toyota-etios-liva-g-cars-Pune_28d5c879-4aaa-47cb-9389-0c9fa86f0a49.htm
2009 Maruti Wagon R LXI Minor,"70,000 kms",Petrol,Manual,₹1.30 Lakh,,,"Warje, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Maruti-wagon-r-lxi-minor-cars-Pune_06b7db6a-3518-4947-974a-89495224bc84.htm?adId=15001&adType=41
2018 Jaguar XE 2.0L Diesel Pure,"50,900 kms",Diesel,Automatic,₹16 Lakh,,,"Khondhwa KH, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Jaguar-xe-20l-diesel-pure-cars-Pune_d1eb3187-f869-4f91-9bc5-2165b8a591d4.htm
2016 Ford Ecosport 1.0 Ecoboost Trend Plus BSIV,"60,352 kms",Petrol,Manual,₹4.22 Lakh,₹4.31 Lakh,"(Save ₹9,000)","Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Ford-ecosport-10-ecoboost-trend-plus-bsiv-cars-Pune_30050c63-1f16-4128-b06c-81b5399affe1.htm
2016 Hyundai i20 Sportz 1.2,"29,865 kms",Petrol,Manual,₹5.18 Lakh,,,"Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-sportz-12-cars-Pune_6386889c-9529-43fd-9bbb-cd8d246f1ff0.htm
2012 Maruti Alto K10 2010-2014 VXI,"40,000 kms",Petrol,Manual,₹2 Lakh,,,"Chinchwadgaon, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Maruti-alto-k10-2010-2014-vxi-cars-Pune_cb82b26e-6ead-4111-b5bf-bc83fd6c4b33.htm?adId=14685&adType=41
